model,p,n1,n2,rho,block,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_0.05,R_lct_0.05,V_lct_0.05,S_lct_0.05,fdr_lct_0.05,power_lct_0.05,t_lct_0.1,R_lct_0.1,V_lct_0.1,S_lct_0.1,fdr_lct_0.1,power_lct_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
gaussian,250,80,80,0.7,20,10,190,10,180,161,0,161,0.05263157894736842,0.9473684210526315,0.0,0.8473684210526315,207,22,185,171,1,170,0.10628019323671498,0.9736842105263158,0.005847953216374269,0.8947368421052632,3.6977518264826945,139,9,130,0.06474820143884892,0.6842105263157895,3.4672999867051035,166,20,146,0.12048192771084337,0.7684210526315789,3.793918634878622,130,7,123,0.05384615384615385,0.6473684210526316,3.5780531115320073,154,15,139,0.09740259740259741,0.7315789473684211,2.770046
gaussian,250,80,80,0.7,20,11,196,14,182,168,0,168,0.07142857142857142,0.9578947368421052,0.0,0.8842105263157894,208,23,185,174,1,173,0.11057692307692307,0.9736842105263158,0.005747126436781609,0.9105263157894737,3.6779236365781847,157,11,146,0.07006369426751592,0.7684210526315789,3.416778541903986,199,37,162,0.18592964824120603,0.8526315789473684,3.7420780407800733,149,10,139,0.06711409395973154,0.7315789473684211,3.511198664100478,181,25,156,0.13812154696132597,0.8210526315789474,2.782109
gaussian,250,80,80,0.7,20,12,185,4,181,161,0,161,0.021621621621621623,0.9526315789473684,0.0,0.8473684210526315,201,15,186,170,1,169,0.07462686567164178,0.9789473684210527,0.0058823529411764705,0.8894736842105263,3.84897111246497,76,5,71,0.06578947368421052,0.3736842105263158,3.5771108778986833,112,13,99,0.11607142857142858,0.5210526315789473,3.9820555002620788,58,2,56,0.034482758620689655,0.29473684210526313,3.642580185440462,104,11,93,0.10576923076923077,0.48947368421052634,2.742298
gaussian,250,80,80,0.7,20,13,189,13,176,144,2,142,0.06878306878306878,0.9263157894736842,0.013888888888888888,0.7473684210526316,214,31,183,163,3,160,0.14485981308411214,0.9631578947368421,0.018404907975460124,0.8421052631578947,3.686938446556307,144,13,131,0.09027777777777778,0.6894736842105263,3.4406735629816727,181,29,152,0.16022099447513813,0.8,3.7925912183877375,131,8,123,0.061068702290076333,0.6473684210526316,3.551781592202332,161,20,141,0.12422360248447205,0.7421052631578947,3.038629
gaussian,250,80,80,0.7,20,14,198,9,189,179,0,179,0.045454545454545456,0.9947368421052631,0.0,0.9421052631578948,210,21,189,188,1,187,0.1,0.9947368421052631,0.005319148936170213,0.9842105263157894,3.6729083111495267,169,9,160,0.05325443786982249,0.8421052631578947,3.4250534239660366,195,23,172,0.11794871794871795,0.9052631578947369,3.717874510960417,165,6,159,0.03636363636363636,0.8368421052631579,3.511449513564056,184,15,169,0.08152173913043478,0.8894736842105263,2.745996
gaussian,250,80,80,0.7,20,15,178,12,166,130,1,129,0.06741573033707865,0.8736842105263158,0.007692307692307693,0.6789473684210526,191,23,168,144,2,142,0.12041884816753927,0.8842105263157894,0.013888888888888888,0.7473684210526316,3.735817157878596,125,7,118,0.056,0.6210526315789474,3.4685903218932777,164,24,140,0.14634146341463414,0.7368421052631579,3.802553594412916,119,7,112,0.058823529411764705,0.5894736842105263,3.5674242572175907,147,15,132,0.10204081632653061,0.6947368421052632,2.780153
gaussian,250,80,80,0.7,20,16,183,5,178,147,0,147,0.0273224043715847,0.9368421052631579,0.0,0.7736842105263158,198,18,180,162,0,162,0.09090909090909091,0.9473684210526315,0.0,0.8526315789473684,3.710137977091402,129,8,121,0.06201550387596899,0.6368421052631579,3.494354654112605,148,13,135,0.08783783783783784,0.7105263157894737,3.8647978118134048,101,3,98,0.0297029702970297,0.5157894736842106,3.5817024560262114,142,11,131,0.07746478873239436,0.6894736842105263,2.749078
gaussian,250,80,80,0.7,20,17,203,13,190,182,1,181,0.06403940886699508,1.0,0.005494505494505495,0.9526315789473684,212,22,190,190,3,187,0.10377358490566038,1.0,0.015789473684210527,0.9842105263157894,3.6803931421943097,166,11,155,0.06626506024096386,0.8157894736842105,3.4205064781999743,196,31,165,0.15816326530612246,0.868421052631579,3.7118527304553894,165,10,155,0.06060606060606061,0.8157894736842105,3.512034040142198,183,20,163,0.1092896174863388,0.8578947368421053,3.132278
gaussian,250,80,80,0.7,20,18,201,13,188,184,4,180,0.06467661691542288,0.9894736842105263,0.021739130434782608,0.9473684210526315,209,20,189,186,5,181,0.09569377990430622,0.9947368421052631,0.026881720430107527,0.9526315789473684,3.689128518321234,141,12,129,0.0851063829787234,0.6789473684210526,3.442135720399069,181,28,153,0.15469613259668508,0.8052631578947368,3.79370801877094,126,10,116,0.07936507936507936,0.6105263157894737,3.5374459603412407,167,20,147,0.11976047904191617,0.7736842105263158,2.661269
gaussian,250,80,80,0.7,20,19,199,12,187,181,2,179,0.06030150753768844,0.9842105263157894,0.011049723756906077,0.9421052631578948,213,25,188,186,3,183,0.11737089201877934,0.9894736842105263,0.016129032258064516,0.9631578947368421,3.6684922219557707,153,13,140,0.08496732026143791,0.7368421052631579,3.4753997227721585,175,22,153,0.12571428571428572,0.8052631578947368,3.7399432188732527,147,10,137,0.06802721088435375,0.7210526315789474,3.548101560838459,166,18,148,0.10843373493975904,0.7789473684210526,2.842562
