file,model,p,n,rho,alpha,method,mean,se
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,0.05,LCT-N,0.059643141810393784,0.003446155580199854
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,-,BH,0.8230436862652043,0.005591515775471376
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,-,BY,0.3627463434403168,0.013695492435755716
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,-,LCT-B,0.04,
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,-,LCT-N,0.10082497847820845,0.0069891892984890345
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,0.05,BH,0.6906171049835974,0.010525617787012593
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,0.05,BY,0.2647953054736582,0.012453609283925157
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,0.05,LCT-B,0.0258620689655172,
power_nmix_p250_n200_rho0.5_b20_R20.csv,nmix,250,200,0.5,0.05,LCT-N,0.046106729832471986,0.0034574720698349213
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,-,BH,0.819704845421915,0.005817646232150593
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,-,BY,0.3459695134017317,0.012768942484770455
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,-,LCT-B,0.0725388601036269,
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,-,LCT-N,0.10586243516849303,0.006831203696052875
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,0.05,BH,0.6831287375168331,0.01085757542125141
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,0.05,BY,0.247501828387329,0.011527244815876523
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,0.05,LCT-B,0.0223463687150838,
power_nmix_p250_n200_rho0.6_b20_R20.csv,nmix,250,200,0.6,0.05,LCT-N,0.046126808413307095,0.003993655400642916
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,-,BH,0.8197832636591537,0.005784918176272365
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,-,BY,0.34423333922776606,0.012976568317404518
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,-,LCT-B,0.0686274509803921,
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,-,LCT-N,0.10618053258478857,0.006732021525839991
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,0.05,BH,0.6826108040078352,0.010999518560921418
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,0.05,BY,0.24798661067772643,0.011501535330127956
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,0.05,LCT-B,0.0206185567010309,
power_nmix_p250_n200_rho0.7_b20_R20.csv,nmix,250,200,0.7,0.05,LCT-N,0.04722956149125781,0.004444894595702322
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,-,BH,0.8204034126494733,0.005783902288028163
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,-,BY,0.34509546781961986,0.01311036315454682
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,-,LCT-B,0.064039408866995,
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,-,LCT-N,0.10561467431220406,0.006452146045577565
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,0.05,BH,0.682017202981716,0.011035046865186771
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,0.05,BY,0.24668923247158198,0.011649937419264875
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,0.05,LCT-B,0.0256410256410256,
power_nmix_p250_n200_rho0.8_b20_R20.csv,nmix,250,200,0.8,0.05,LCT-N,0.04845378396778519,0.004215647858120534
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,-,BH,0.8928311081065156,0.006373275364556913
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,-,BY,0.5950144506763619,0.022865468394185517
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,-,LCT-B,0.0384615384615384,
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,-,LCT-N,0.24122244317303282,0.017915625099584543
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,0.05,BH,0.8210112424787839,0.011684893683088757
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,0.05,BY,0.5096073873941969,0.025286017723332242
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,0.05,LCT-B,0.0,
power_nmix_p250_n80_rho0.5_b20_R20.csv,nmix,250,80,0.5,0.05,LCT-N,0.1891528060811453,0.017836180923364055
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,-,BH,0.8644015699719374,0.006853707161250729
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,-,BY,0.48420928633630445,0.02092168938087196
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,-,LCT-B,0.0816326530612244,
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,-,LCT-N,0.17598209600560014,0.00898257044847623
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,0.05,BH,0.765189068821104,0.012803451735196036
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,0.05,BY,0.3826907132912893,0.02072336591728692
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,0.05,LCT-B,0.03125,
power_nmix_p250_n80_rho0.6_b20_R20.csv,nmix,250,80,0.6,0.05,LCT-N,0.12319659855569425,0.009982447813321171
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,-,BH,0.84852655880113,0.0068966808744066275
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,-,BY,0.41293040338069603,0.018602505604594356
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,-,LCT-B,0.106145251396648,
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,-,LCT-N,0.1592294267312125,0.008355302955322427
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,0.05,BH,0.7326477424229461,0.013328103760926288
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,0.05,BY,0.31375455464089325,0.017087905559627123
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,0.05,LCT-B,0.0384615384615384,
power_nmix_p250_n80_rho0.7_b20_R20.csv,nmix,250,80,0.7,0.05,LCT-N,0.10082132855343735,0.006564729494678268
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,-,BH,0.8440305851587512,0.00709466508507162
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,-,BY,0.38720734072858604,0.01727473844073213
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,-,LCT-B,0.0961538461538461,
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,-,LCT-N,0.1545638054959282,0.007231022826300191
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,0.05,BH,0.7223762109773972,0.013237129722081532
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,0.05,BY,0.2862008607021932,0.015238639107872745
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,0.05,LCT-B,0.0360824742268041,
power_nmix_p250_n80_rho0.8_b20_R20.csv,nmix,250,80,0.8,0.05,LCT-N,0.09650484462036472,0.006078498193547534
