file,model,p,n,rho,alpha,method,mean,se
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,-,BY,0.010352687851249095,0.0018191900274998223
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,-,LCT-B,0.0686274509803921,
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,-,LCT-N,0.10987876349115804,0.004271827060653637
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,BH,0.05547367791209279,0.0030890422792165867
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,BY,0.005197636888393175,0.0014060048201939418
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,LCT-B,0.0355329949238578,
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,LCT-N,0.05707752662880837,0.003364866731456791
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,BH,0.10144665943968487,0.001211386720117873
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,BY,0.009403811458662708,0.0004054341544309183
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,LCT-B,0.0686274509803921,
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,LCT-N,0.1030211111970737,0.0012361445603203483
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,BH,0.05036192723900613,0.000869693829048828
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,BY,0.004914642539312825,0.0002921305763572308
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,LCT-B,0.0355329949238578,
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,LCT-N,0.050734291638134706,0.0008817079684491865
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,-,BH,0.10901025179587276,0.003226577527141025
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,-,BY,0.01060641361376178,0.001874161055212902
